taille,seuil,temps
10000,15,1.702654
10000,15,1.702917
10000,15,1.708980
10000,15,1.703823
10000,16,1.716164
10000,16,1.763824
10000,16,1.730052
10000,16,1.728292
10000,16,1.713530
10000,17,1.736245
10000,17,1.729550
10000,17,1.742923
10000,17,1.735922
10000,17,1.773395
10000,18,1.753970
10000,18,1.756101
10000,18,1.743272
10000,18,1.733917
10000,18,1.761090
10000,19,1.760520
10000,19,1.776983
10000,19,1.764250
10000,19,1.766505
10000,19,1.763194
10000,20,1.789071
10000,20,1.773650
10000,20,1.806182
10000,20,1.817048
10000,20,1.783228
10000,21,1.823486
10000,21,1.801308
10000,21,1.820864
10000,21,1.809481
10000,21,1.813360
10000,22,1.825635
10000,22,1.827363
10000,22,1.826144
10000,22,1.841042
10000,22,1.817268
10000,23,1.864698
10000,23,1.841744
10000,23,1.870104
10000,23,1.848306
10000,23,1.863477
10000,24,1.857172
10000,24,1.895351
10000,24,1.859045
10000,24,1.873494
10000,24,1.902202
10000,25,1.881331
10000,25,1.895202
10000,25,1.882033
10000,25,1.892446
10000,25,1.887362
10000,1,1.860068
10000,1,1.851767
10000,1,1.865193
10000,1,1.890021
10000,1,1.876573
10000,2,1.780466
10000,2,1.782782
10000,2,1.766610
10000,2,1.789191
10000,2,1.767740
10000,3,1.717662
10000,3,1.716051
10000,3,1.728003
10000,3,1.712494
10000,3,1.728052
10000,4,1.675474
10000,4,1.691366
10000,4,1.682207
10000,4,1.669236
10000,4,1.684112
10000,5,1.649808
10000,5,1.657791
10000,5,1.650962
10000,5,1.673901
10000,5,1.649783
10000,6,1.622323
10000,6,1.650360
10000,6,1.630968
10000,6,1.655779
10000,6,1.630028
10000,7,1.645220
10000,7,1.642506
10000,7,1.620499
10000,7,1.626120
10000,7,1.620676
10000,8,1.654842
10000,8,1.638305
10000,8,1.633753
10000,8,1.630717
10000,8,1.627397
10000,9,1.636277
10000,9,1.667938
10000,9,1.637723
10000,9,1.644969
10000,9,1.649594
10000,10,1.648561
10000,10,1.652522
10000,10,1.638882
10000,10,1.665157
10000,10,1.672534
10000,11,1.662161
10000,11,1.650748
10000,11,1.656290
10000,11,1.681105
10000,11,1.649444
10000,12,1.672934
10000,12,1.667818
10000,12,1.685130
10000,12,1.660332
10000,12,1.665789
10000,13,1.678059
10000,13,1.673241
10000,13,1.689404
10000,13,1.681941
10000,13,1.688075
10000,14,1.678376
10000,14,1.690525
10000,14,1.697019
10000,14,1.681829
10000,14,1.695386
10000,15,1.693871
10000,15,1.731495
10000,15,1.692538
10000,15,1.699909
10000,15,1.717746
10000,16,1.719789
10000,16,1.725582
10000,16,1.719774
10000,16,1.732304
10000,16,1.716277
10000,17,1.751537
10000,17,1.734520
10000,17,1.747756
10000,17,1.734342
10000,17,1.744365
10000,18,1.744974
10000,18,1.772858
10000,18,1.742920
10000,18,1.755819
10000,18,1.748420
10000,19,1.764487
10000,19,1.960255
10000,19,1.779515
10000,19,1.761390
10000,19,1.767604
10000,20,1.786976
10000,20,1.799324
10000,20,1.784029
10000,20,1.806363
10000,20,1.790555
10000,21,1.807931
10000,21,1.807534
10000,21,1.806540
10000,21,1.820175
10000,21,1.802937
10000,22,1.844704
10000,22,1.821857
10000,22,1.833905
10000,22,1.815957
10000,22,1.839590
10000,23,1.844806
10000,23,1.859889
10000,23,1.850900
10000,23,1.872292
10000,23,1.844079
10000,24,1.866447
10000,24,1.854841
10000,24,1.879927
10000,24,1.865015
10000,24,1.905160
10000,25,1.881760
10000,25,1.909062
10000,25,1.882639
10000,25,1.986939
10000,25,1.895194
10000,1,1.863894
10000,1,1.920279
10000,1,1.891196
10000,1,1.868989
10000,1,1.882094
10000,2,1.790283
10000,2,1.774046
10000,2,1.773638
10000,2,1.784073
10000,2,1.777789
10000,3,1.756764
10000,3,1.719651
10000,3,1.739898
10000,3,1.718685
10000,3,1.732074
10000,4,1.682169
10000,4,1.688642
10000,4,1.679129
10000,4,1.675851
10000,4,1.691576
10000,5,1.655646
10000,5,1.665057
10000,5,1.650103
10000,5,1.684836
10000,5,1.655596
10000,6,1.643260
10000,6,1.631998
10000,6,1.662830
10000,6,1.654673
10000,6,1.635790
10000,7,1.646430
10000,7,1.637216
10000,7,1.647294
10000,7,1.629306
10000,7,1.637035
10000,8,1.652549
10000,8,1.632152
10000,8,1.648238
10000,8,1.629845
10000,8,1.663501
10000,9,1.651231
10000,9,1.640989
10000,9,1.647794
10000,9,1.673095
10000,9,1.640372
10000,10,1.666719
10000,10,1.655429
10000,10,1.654558
10000,10,1.649688
10000,10,1.663927
10000,11,1.691394
10000,11,1.666923
10000,11,1.692447
10000,11,1.653292
10000,11,1.659506
10000,12,1.672037
10000,12,1.689172
10000,12,1.676741
10000,12,1.691391
10000,12,1.679029
10000,13,1.692915
10000,13,1.694120
10000,13,1.701968
10000,13,1.713772
10000,13,1.685289
10000,14,1.720492
10000,14,1.713694
10000,14,1.703539
10000,14,1.719170
10000,14,1.698637
10000,15,1.750145
10000,15,1.724527
10000,15,1.731879
10000,15,1.714544
10000,15,1.743692
10000,16,1.747674
10000,16,1.727742
10000,16,1.734179
10000,16,1.724662
10000,16,1.735052
10000,17,1.743837
10000,17,1.759171
10000,17,1.746533
10000,17,1.768215
10000,17,1.759026
10000,18,1.778760
10000,18,1.766864
10000,18,1.792185
10000,18,1.766830
10000,18,1.801271
10000,19,1.788994
10000,19,1.789919
10000,19,1.805899
10000,19,1.788319
10000,19,1.786454
10000,20,1.816646
10000,20,1.827259
10000,20,1.806957
10000,20,1.808900
10000,20,1.806672
10000,21,1.847893
10000,21,1.827532
10000,21,1.844455
10000,21,1.833321
10000,21,1.856418
10000,22,1.845422
10000,22,1.856435
10000,22,1.840230
10000,22,1.853280
10000,22,1.844444
10000,23,1.884957
10000,23,1.858188
10000,23,1.883499
10000,23,1.862725
10000,23,1.888082
10000,24,1.874652
10000,24,1.876163
10000,24,1.872298
10000,24,1.883628
10000,24,1.873228
10000,25,1.948832
10000,25,1.886739
10000,25,1.930714
10000,25,1.890937
10000,25,1.897307
10000,1,1.847914
10000,1,1.881879
10000,1,1.849871
10000,1,1.874827
10000,1,1.890197
10000,2,1.760886
10000,2,1.809076
10000,2,1.767164
10000,2,1.771423
10000,2,1.777216
10000,3,1.719557
10000,3,1.703469
10000,3,1.721509
10000,3,1.710370
10000,3,1.741658
10000,4,1.683996
10000,4,1.678346
10000,4,1.665955
10000,4,1.662722
10000,4,1.668283
10000,5,1.634064
10000,5,1.644599
10000,5,1.653880
10000,5,1.662960
10000,5,1.642835
10000,6,1.627447
10000,6,1.648841
10000,6,1.630270
10000,6,1.635551
10000,6,1.632216
10000,7,1.619537
10000,7,1.653097
10000,7,1.627881
10000,7,1.641898
10000,7,1.626190
10000,8,1.638728
10000,8,1.639244
10000,8,1.628004
10000,8,1.635185
10000,8,1.621651
10000,9,1.652976
10000,9,1.638424
10000,9,1.645820
10000,9,1.635033
10000,9,1.632598
10000,10,1.658227
10000,10,1.649040
10000,10,1.705171
10000,10,1.636157
10000,10,1.653162
10000,11,1.647984
10000,11,1.652230
10000,11,1.661665
10000,11,1.668781
10000,11,1.656943
10000,12,1.659891
10000,12,1.669967
10000,12,1.661737
10000,12,1.669598
10000,12,1.672442
10000,13,1.699537
10000,13,1.671181
10000,13,1.683292
10000,13,1.696199
10000,13,1.677268
10000,14,1.709268
10000,14,1.692368
10000,14,1.719360
10000,14,1.690189
10000,14,1.691231
10000,15,1.707749
10000,15,1.706515
10000,15,1.709328
10000,15,1.703087
10000,15,1.715834
10000,16,1.716655
10000,16,1.736493
10000,16,1.718033
10000,16,1.736823
10000,16,1.720851
10000,17,1.733069
10000,17,1.771662
10000,17,1.735249
10000,17,1.745250
10000,17,1.741750
10000,18,1.767364
10000,18,1.759316
10000,18,1.779928
10000,18,1.756654
10000,18,1.753073
10000,19,1.788963
10000,19,1.790718
10000,19,1.762316
10000,19,1.782531
10000,19,1.777736
10000,20,1.784454
10000,20,1.777921
10000,20,1.780795
10000,20,1.804311
10000,20,1.775953
10000,21,1.828662
10000,21,1.811068
10000,21,1.815687
10000,21,1.809188
10000,21,1.819783
10000,22,1.820532
10000,22,1.831084
10000,22,1.822634
10000,22,1.870849
10000,22,1.820207
10000,23,1.856125
10000,23,1.836785
10000,23,1.862463
10000,23,1.839393
10000,23,1.860010
10000,24,1.863192
10000,24,1.882140
10000,24,1.867143
10000,24,1.880812
10000,24,1.856650
10000,25,1.901888
10000,25,1.883353
10000,25,1.891341
10000,25,1.885399
10000,25,1.918454
10000,1,1.851233
10000,1,1.865712
10000,1,1.865225
10000,1,1.882228
10000,1,1.884020
10000,2,1.789062
10000,2,1.796751
10000,2,1.767449
10000,2,1.785493
10000,2,1.792555
10000,3,1.718206
10000,3,1.732292
10000,3,1.712871
10000,3,1.734667
10000,3,1.722569
10000,4,1.689452
10000,4,1.681539
10000,4,1.677105
10000,4,1.690834
10000,4,1.684300
10000,5,1.657406
10000,5,1.653589
10000,5,1.671884
10000,5,1.645308
10000,5,1.644190
10000,6,1.658195
10000,6,1.643997
10000,6,1.657170
10000,6,1.635959
10000,6,1.647437
10000,7,1.639202
10000,7,1.633324
10000,7,1.645020
10000,7,1.635048
10000,7,1.653735
10000,8,1.644156
10000,8,1.622194
10000,8,1.887648
10000,8,1.881832
10000,8,1.872450
10000,9,1.894720
10000,9,1.905481
10000,9,1.905806
10000,9,1.902137
10000,9,1.901879
10000,10,1.928788
10000,10,1.897008
10000,10,1.914262
10000,10,1.895084
10000,10,1.892457
10000,11,1.905190
10000,11,1.922571
10000,11,1.921212
10000,11,1.944049
10000,11,1.916367
10000,12,1.934499
10000,12,1.927996
10000,12,1.908105
10000,12,1.921856
10000,12,1.922507
10000,13,1.931640
10000,13,1.939843
10000,13,1.932016
10000,13,1.950823
10000,13,1.966250
10000,14,1.986771
10000,14,1.966570
10000,14,1.962237
10000,14,1.976997
10000,14,1.968101
10000,15,1.991328
10000,15,1.977931
10000,15,1.966044
10000,15,1.968694
10000,15,1.973422
10000,16,1.982227
10000,16,1.984790
10000,16,2.023040
10000,16,1.999372
10000,16,1.991431
10000,17,2.009830
10000,17,2.011979
10000,17,2.019054
10000,17,2.014866
10000,17,2.026827
10000,18,2.031443
10000,18,2.054624
10000,18,2.028612
10000,18,2.049794
10000,18,2.050868
10000,19,2.049222
10000,19,2.059543
10000,19,2.061254
10000,19,2.064029
10000,19,2.046616
10000,20,2.084828
10000,20,2.079879
10000,20,2.086491
10000,20,2.098004
10000,20,2.077762
10000,21,2.121347
10000,21,2.108613
10000,21,2.091634
10000,21,2.114755
10000,21,2.092224
10000,22,2.115805
10000,22,2.144917
10000,22,2.110869
10000,22,2.114950
10000,22,2.108788
10000,23,2.128337
10000,23,2.131015
10000,23,2.119133
10000,23,2.143164
10000,23,2.157969
10000,24,2.150256
10000,24,2.148141
10000,24,2.160136
10000,24,2.142551
10000,24,2.152449
10000,25,2.171975
10000,25,2.154268
10000,25,2.162160
10000,25,2.164395
10000,25,2.156407
10000,1,2.134287
10000,1,2.162349
10000,1,2.127210
10000,1,2.161229
10000,1,2.140614
10000,2,2.053250
10000,2,2.041756
10000,2,2.039360
10000,2,2.037834
10000,2,2.040818
10000,3,1.977151
10000,3,2.000248
10000,3,1.978865
10000,3,1.988128
10000,3,1.982800
10000,4,1.942591
10000,4,1.925690
10000,4,1.924108
10000,4,1.921730
10000,4,1.922389
10000,5,1.892432
10000,5,1.909947
10000,5,1.906611
10000,5,1.899177
10000,5,1.912051
10000,6,1.885861
10000,6,1.893552
10000,6,1.885215
10000,6,1.870652
10000,6,1.871889
10000,7,1.863757
10000,7,1.866242
10000,7,1.862966
10000,7,1.872479
10000,7,1.869709
10000,8,1.886996
10000,8,1.897009
10000,8,1.877170
10000,8,1.891001
10000,8,1.905671
10000,9,1.911194
10000,9,1.898730
10000,9,1.888304
10000,9,1.917695
10000,9,1.891808
10000,10,1.887419
10000,10,1.875452
10000,10,1.878348
10000,10,1.901843
10000,10,1.888070
10000,11,1.894232
10000,11,2.094212
10000,11,1.898410
10000,11,1.925573
10000,11,1.946284
10000,12,1.930411
10000,12,1.916328
10000,12,1.937247
10000,12,1.936826
10000,12,1.915184
10000,13,1.927652
10000,13,1.923795
10000,13,1.933507
10000,13,1.924865
10000,13,1.919749
10000,14,1.929862
10000,14,1.942082
10000,14,1.962247
10000,14,1.948566
10000,14,1.961519
10000,15,1.959743
10000,15,1.965056
10000,15,1.965492
10000,15,1.968997
10000,15,1.955465
10000,16,1.975769
10000,16,1.972928
10000,16,2.154924
10000,16,1.988359
10000,16,1.982928
10000,17,1.992200
10000,17,2.001163
10000,17,2.036289
10000,17,2.013664
10000,17,2.009083
10000,18,2.015746
10000,18,2.011574
10000,18,2.011602
10000,18,2.006733
10000,18,2.015591
10000,19,2.032385
10000,19,2.039619
10000,19,2.028202
10000,19,2.028953
10000,19,2.033279
10000,20,2.049074
10000,20,2.057466
10000,20,2.051046
10000,20,2.059739
10000,20,2.065706
10000,21,2.096712
10000,21,2.088050
10000,21,2.102197
10000,21,2.086849
10000,21,2.080882
10000,22,2.111562
10000,22,2.111468
10000,22,2.103345
10000,22,2.131669
10000,22,2.115946
10000,23,2.138810
10000,23,2.130255
10000,23,2.140634
10000,23,2.166756
10000,23,2.238672
10000,24,2.171893
10000,24,2.166021
10000,24,2.151546
10000,24,2.184470
10000,24,2.145982
10000,25,2.175618
10000,25,2.191867
10000,25,2.175092
10000,25,2.185475
10000,25,2.195436
10000,1,2.174991
10000,1,2.178466
10000,1,2.217983
10000,1,2.200164
10000,1,2.181934
10000,2,2.081932
10000,2,2.079279
10000,2,2.114133
10000,2,2.088825
10000,2,2.080312
10000,3,2.019828
10000,3,2.041197
10000,3,2.020608
10000,3,2.021104
10000,3,2.031919
10000,4,1.986657
10000,4,1.974503
10000,4,1.977624
10000,4,1.981600
10000,4,1.995672
10000,5,1.942977
10000,5,1.939300
10000,5,1.953593
10000,5,1.951266
10000,5,1.950501
10000,6,1.955559
10000,6,1.920704
10000,6,1.964061
10000,6,1.913084
10000,6,1.914725
10000,7,1.897472
10000,7,1.902884
10000,7,1.899799
10000,7,1.890936
10000,7,1.897539
10000,8,1.912359
10000,8,1.903585
10000,8,1.902224
10000,8,1.913211
10000,8,1.895425
10000,9,1.907454
10000,9,1.924370
10000,9,1.915394
10000,9,1.909918
10000,9,1.919211
10000,10,1.948531
10000,10,1.924456
10000,10,1.932490
10000,10,1.945245
10000,10,1.939393
10000,11,1.945574
10000,11,1.937873
10000,11,1.952686
10000,11,1.949248
10000,11,1.928085
10000,12,1.961489
10000,12,1.953637
10000,12,1.957835
10000,12,1.965439
10000,12,1.965929
10000,13,1.973794
10000,13,1.972736
10000,13,1.982770
10000,13,1.970029
10000,13,1.980069
10000,14,1.974334
10000,14,1.997123
10000,14,1.997914
10000,14,2.010028
10000,14,1.998495
10000,15,2.019502
10000,15,2.020649
10000,15,2.001725
10000,15,1.996757
10000,15,2.007759
10000,16,2.037794
10000,16,2.035553
10000,16,2.037655
10000,16,2.030401
10000,16,2.028153
10000,17,2.053165
10000,17,2.058099
10000,17,2.051437
10000,17,2.055549
10000,17,2.048276
10000,18,2.062171
10000,18,2.056548
10000,18,2.048016
10000,18,2.069377
10000,18,2.055169
10000,19,2.083328
10000,19,2.080495
10000,19,2.113883
10000,19,2.078953
10000,19,2.084230
10000,20,2.110266
10000,20,2.100343
10000,20,2.115299
10000,20,2.093679
10000,20,2.092004
10000,21,2.111568
10000,21,2.116757
10000,21,2.133645
10000,21,2.132938
10000,21,2.125203
10000,22,2.162129
10000,22,2.161216
10000,22,2.156811
10000,22,2.162956
10000,22,2.152578
10000,23,2.174611
10000,23,2.171116
10000,23,2.169284
10000,23,2.167350
10000,23,2.172611
10000,24,2.183724
10000,24,2.210275
10000,24,2.190199
10000,24,2.206491
10000,24,2.201139
10000,25,2.242289
10000,25,2.221419
10000,25,2.238592
10000,25,2.240291
10000,25,2.203683
10000,1,2.182090
10000,1,2.159031
10000,1,2.149609
10000,1,2.157198
10000,1,2.159321
10000,2,2.059578
10000,2,2.065011
10000,2,2.055684
10000,2,2.053864
10000,2,2.059237
10000,3,2.016762
10000,3,2.004470
10000,3,2.001377
10000,3,1.999785
10000,3,2.005469
10000,4,1.980862
10000,4,1.955615
10000,4,1.959407
10000,4,1.997701
10000,4,1.957649
10000,5,1.925955
10000,5,1.966328
10000,5,1.940910
10000,5,1.926146
10000,5,1.959848
10000,6,1.919445
10000,6,1.918897
10000,6,1.933347
10000,6,1.915104
10000,6,1.923565
10000,7,1.921544
10000,7,1.902081
10000,7,1.914950
10000,7,1.900299
10000,7,1.882894
10000,8,1.880350
10000,8,1.881447
10000,8,1.889212
10000,8,1.884862
10000,8,1.895869
10000,9,1.898621
10000,9,1.894231
10000,9,1.893675
10000,9,1.897792
10000,9,1.895092
10000,10,1.906438
10000,10,1.914158
10000,10,1.903812
10000,10,1.912209
10000,10,1.911996
10000,11,1.916751
10000,11,1.918805
10000,11,1.966147
10000,11,1.933597
10000,11,1.935899
10000,12,1.968174
10000,12,1.974436
10000,12,1.948755
10000,12,1.964526
10000,12,1.944549
10000,13,1.959663
10000,13,1.949784
10000,13,1.971263
10000,13,1.964524
10000,13,1.966712
10000,14,2.029833
10000,14,1.974977
10000,14,1.974403
10000,14,1.971934
10000,14,1.996443
10000,15,1.993736
10000,15,1.996815
10000,15,1.965611
10000,15,1.975397
10000,15,1.977151
10000,16,2.007484
10000,16,1.997856
10000,16,2.018474
10000,16,2.014705
10000,16,2.036310
10000,17,2.044191
10000,17,2.016801
10000,17,2.022439
10000,17,2.016935
10000,17,2.025835
10000,18,2.023751
10000,18,2.029659
10000,18,2.034545
10000,18,2.058706
10000,18,2.057840
10000,19,2.071120
10000,19,2.067642
10000,19,2.080256
10000,19,2.060666
10000,19,2.088223
10000,20,2.084067
10000,20,2.105151
10000,20,2.104691
10000,20,2.078502
10000,20,2.075310
10000,21,2.097954
10000,21,2.095925
10000,21,2.096268
10000,21,2.097025
10000,21,2.097935
10000,22,2.139796
10000,22,2.153826
10000,22,2.135476
10000,22,2.147438
10000,22,2.135899
10000,23,2.168794
10000,23,2.163135
10000,23,2.170956
10000,23,2.158482
10000,23,2.171397
10000,24,2.174866
10000,24,2.209399
10000,24,2.185343
10000,24,2.172270
10000,24,2.175856
10000,25,2.193780
10000,25,2.195415
10000,25,2.198560
10000,25,2.198542
10000,25,2.187747
10000,1,2.147442
10000,1,2.134439
10000,1,2.121506
10000,1,2.113046
10000,1,2.151056
10000,2,1.999076
10000,2,2.013942
10000,2,2.026890
10000,2,2.010810
10000,2,2.014088
10000,3,1.959562
10000,3,1.957233
10000,3,1.976713
10000,3,1.974138
10000,3,1.952350
10000,4,1.937573
10000,4,1.928910
10000,4,1.937086
10000,4,1.936380
10000,4,1.922146
10000,5,1.887769
10000,5,1.895610
10000,5,1.880674
10000,5,1.880860
10000,5,1.884516
10000,6,1.857509
10000,6,1.854853
10000,6,1.858703
10000,6,1.859264
10000,6,1.860879
10000,7,1.847555
10000,7,1.847336
10000,7,1.850424
10000,7,1.845441
10000,7,1.855443
10000,8,1.867063
10000,8,1.874369
10000,8,1.855883
10000,8,1.896630
10000,8,1.871758
10000,9,1.857673
10000,9,1.857382
10000,9,1.853169
10000,9,1.861708
10000,9,1.869597
10000,10,1.885492
10000,10,1.867067
10000,10,1.897832
10000,10,1.894111
10000,10,1.861710
10000,11,1.897396
10000,11,1.919047
10000,11,1.887646
10000,11,1.896901
10000,11,1.905490
10000,12,1.908971
10000,12,1.923217
10000,12,1.909849
10000,12,1.893372
10000,12,1.902790
10000,13,1.936003
10000,13,1.947214
10000,13,1.928394
10000,13,1.934059
10000,13,1.920076
10000,14,1.907148
10000,14,1.914713
10000,14,1.922164
10000,14,1.923549
10000,14,1.916059
10000,15,1.949964
10000,15,1.935237
10000,15,1.938361
10000,15,1.934205
10000,15,1.950624
10000,16,1.971708
10000,16,1.983139
10000,16,1.989321
10000,16,1.992069
10000,16,1.990444
10000,17,2.001817
10000,17,2.030474
10000,17,2.007202
10000,17,1.995600
10000,17,2.016885
10000,18,2.027473
10000,18,2.023009
10000,18,2.015687
10000,18,2.009302
10000,18,2.011978
10000,19,2.056887
10000,19,2.039001
10000,19,2.047137
10000,19,2.041759
10000,19,2.041302
10000,20,2.041371
10000,20,2.080044
10000,20,2.049970
10000,20,2.038144
10000,20,2.039298
10000,21,2.073710
10000,21,2.071625
10000,21,2.063712
10000,21,2.066409
10000,21,2.067366
10000,22,2.083139
10000,22,2.093355
10000,22,2.087669
10000,22,2.085246
10000,22,2.090339
10000,23,2.123504
10000,23,2.130217
10000,23,2.124730
10000,23,2.135327
10000,23,2.103811
10000,24,2.129102
10000,24,2.138277
10000,24,2.125550
10000,24,2.126726
10000,24,2.135689
10000,25,2.199168
10000,25,2.183439
10000,25,2.189969
10000,25,2.167108
10000,25,2.160863
10000,1,2.146046
10000,1,2.147061
10000,1,2.141803
10000,1,2.126787
10000,1,2.110133
10000,2,2.022216
10000,2,2.017095
10000,2,2.012582
10000,2,2.017969
10000,2,2.007551
10000,3,1.955038
10000,3,1.948958
10000,3,1.958049
10000,3,1.948665
10000,3,1.948736
10000,4,1.908069
10000,4,1.913152
10000,4,1.942926
10000,4,1.908186
10000,4,1.915899
10000,5,1.895672
10000,5,1.891927
10000,5,1.889009
10000,5,1.881410
10000,5,1.898448
10000,6,1.883584
10000,6,1.871298
10000,6,1.845779
10000,6,1.845241
10000,6,1.854221
10000,7,1.838747
10000,7,1.834373
10000,7,1.852171
10000,7,1.877265
10000,7,1.862945
10000,8,1.861138
10000,8,1.857663
10000,8,1.879859
10000,8,1.849490
10000,8,1.861094
10000,9,1.867772
10000,9,1.855215
10000,9,1.867710
10000,9,1.887524
10000,9,1.859862
10000,10,1.889642
10000,10,1.892131
10000,10,1.873136
10000,10,1.881296
10000,10,1.871881
10000,11,1.892008
10000,11,1.904772
10000,11,1.884406
10000,11,1.884261
10000,11,1.878992
10000,12,1.889712
10000,12,1.894440
10000,12,1.883583
10000,12,1.882126
10000,12,1.884403
10000,13,1.917715
10000,13,1.892169
10000,13,1.900967
10000,13,1.921179
10000,13,1.927823
10000,14,1.917791
10000,14,1.942636
10000,14,1.952940
10000,14,1.934449
10000,14,1.939274
10000,15,1.941602
10000,15,1.944779
10000,15,1.958211
10000,15,1.950609
10000,15,1.950639
10000,16,1.979742
10000,16,1.970621
10000,16,1.966343
10000,16,1.966480
10000,16,1.966684
10000,17,1.977374
10000,17,1.998832
10000,17,1.987736
10000,17,1.977772
10000,17,2.012943
10000,18,2.000088
10000,18,2.005567
10000,18,2.023025
10000,18,2.016840
10000,18,1.993345
10000,19,2.017986
10000,19,2.056256
10000,19,2.014029
10000,19,2.034277
10000,19,2.041622
10000,20,2.061595
10000,20,2.047094
10000,20,2.041192
10000,20,2.065284
10000,20,2.056871
10000,21,2.108875
10000,21,2.079220
10000,21,2.080749
10000,21,2.072053
10000,21,2.080029
10000,22,2.103702
10000,22,2.099476
10000,22,2.085538
10000,22,2.094235
10000,22,2.104750
10000,23,2.119607
10000,23,2.120364
10000,23,2.121916
10000,23,2.115289
10000,23,2.108712
10000,24,2.133202
10000,24,2.119651
10000,24,2.113575
10000,24,2.112573
10000,24,2.113358
10000,25,2.140903
10000,25,2.138663
10000,25,2.147423
10000,25,2.148795
10000,25,2.157367
10000,1,2.149011
10000,1,2.111082
10000,1,2.125130
10000,1,2.156672
10000,1,2.121029
10000,2,2.032423
10000,2,2.024894
10000,2,2.023466
10000,2,2.022369
10000,2,2.029525
10000,3,1.966190
10000,3,1.969147
10000,3,1.954810
10000,3,1.977641
10000,3,1.952332
10000,4,1.904374
10000,4,1.905052
10000,4,1.903284
10000,4,1.895841
10000,4,1.893070
10000,5,1.873734
10000,5,1.875648
10000,5,1.871807
10000,5,1.865946
10000,5,1.874499
10000,6,1.850001
10000,6,1.852647
10000,6,1.845118
10000,6,1.844547
10000,6,1.842109
10000,7,1.836693
10000,7,1.833347
10000,7,1.839598
10000,7,1.862380
10000,7,1.868598
10000,8,1.840955
10000,8,1.866892
10000,8,1.838807
10000,8,1.839045
10000,8,1.885998
10000,9,1.867887
10000,9,1.881627
10000,9,1.863532
10000,9,1.860811
10000,9,1.863582
10000,10,1.863073
10000,10,1.857327
10000,10,1.856786
10000,10,1.856293
10000,10,1.863688
10000,11,1.934631
10000,11,1.909613
10000,11,1.889574
10000,11,1.973967
10000,11,1.897377
10000,12,1.892619
10000,12,1.925360
10000,12,1.900763
10000,12,1.918876
10000,12,1.888061
10000,13,1.920048
10000,13,1.918357
10000,13,1.921126
10000,13,1.920704
10000,13,1.918368
10000,14,1.926479
10000,14,1.944363
10000,14,1.942985
10000,14,1.925921
10000,14,1.934032
10000,15,1.952904
10000,15,1.942302
10000,15,1.962370
10000,15,1.938660
10000,15,1.935667
10000,16,1.981858
10000,16,1.944701
10000,16,1.945466
10000,16,1.963739
10000,16,1.948112
10000,17,1.993176
10000,17,1.994964
10000,17,1.991550
10000,17,1.990021
10000,17,2.002808
10000,18,1.989043
10000,18,1.987579
10000,18,2.037099
10000,18,1.996033
10000,18,2.014718
10000,19,2.010710
10000,19,2.012191
10000,19,2.002909
10000,19,2.024762
10000,19,2.025978
10000,20,2.027036
10000,20,2.033884
10000,20,2.021054
10000,20,2.037966
10000,20,2.026113
10000,21,2.053854
10000,21,2.056017
10000,21,2.058027
10000,21,2.044647
10000,21,2.251597
10000,22,2.064405
10000,22,2.065414
10000,22,2.073606
10000,22,2.074629
10000,22,2.076179
10000,23,2.112737
10000,23,2.130858
10000,23,2.112074
10000,23,2.124114
10000,23,2.103417
10000,24,2.130643
10000,24,2.129435
10000,24,2.152382
10000,24,2.132445
10000,24,2.134058
10000,25,2.142679
10000,25,2.147777
10000,25,2.156544
10000,25,2.157712
10000,25,2.146697
10000,1,2.113262
10000,1,2.132101
10000,1,2.123120
10000,1,2.129813
10000,1,2.201761
10000,2,2.046652
10000,2,2.026777
10000,2,2.033241
10000,2,2.025425
10000,2,2.026070
10000,3,2.004150
10000,3,1.980809
10000,3,1.996388
10000,3,1.973650
10000,3,1.994545
10000,4,1.920571
10000,4,1.928832
10000,4,1.920373
10000,4,1.935689
10000,4,1.923156
10000,5,1.908822
10000,5,1.892147
10000,5,1.884775
10000,5,1.876413
10000,5,1.920371
10000,6,1.867894
10000,6,1.870221
10000,6,1.881114
10000,6,1.886392
10000,6,1.853728
10000,7,1.860644
10000,7,1.846479
10000,7,1.849654
10000,7,1.849113
10000,7,1.850940
10000,8,1.836557
10000,8,1.847488
10000,8,1.877995
10000,8,1.899709
10000,8,1.862179
10000,9,1.881759
10000,9,1.877424
10000,9,1.876175
10000,9,1.869914
10000,9,1.871269
10000,10,1.867676
10000,10,1.850993
10000,10,1.871248
10000,10,1.865258
10000,10,1.861489
10000,11,1.873371
10000,11,1.880898
10000,11,1.879452
10000,11,1.870746
10000,11,1.874686
10000,12,1.885979
10000,12,1.891053
10000,12,1.896400
10000,12,1.888780
10000,12,1.899082
10000,13,1.901303
10000,13,1.902382
10000,13,1.895805
10000,13,1.902604
10000,13,1.907481
10000,14,1.921944
10000,14,1.925735
10000,14,1.922034
10000,14,1.926103
10000,14,1.925695
10000,15,1.939608
10000,15,1.959351
10000,15,1.945132
10000,15,1.947774
10000,15,1.955988
10000,16,1.978245
10000,16,1.973595
10000,16,1.982830
10000,16,1.985422
10000,16,1.972788
10000,17,2.000859
10000,17,2.020563
10000,17,2.007418
10000,17,2.008095
10000,17,1.999642
10000,18,2.051759
10000,18,2.013669
10000,18,2.040276
10000,18,2.007611
10000,18,2.035348
10000,19,2.029250
10000,19,2.040670
10000,19,2.059528
10000,19,2.038613
10000,19,2.037436
