taille,seuil,temps
100000,21,14.523058
100000,21,14.503799
100000,22,14.608808
100000,22,14.591087
100000,22,14.605571
100000,22,14.630004
100000,22,14.604628
100000,23,14.814192
100000,23,14.769871
100000,23,14.735217
100000,23,14.734249
100000,23,14.818500
100000,24,14.832040
100000,24,14.852743
100000,24,14.844222
100000,24,15.128741
100000,24,14.840305
100000,25,14.993524
100000,25,15.005138
100000,25,15.036589
100000,25,15.003055
100000,25,14.983495
100000,1,14.766007
100000,1,14.709164
100000,1,14.761474
100000,1,14.743668
100000,1,14.718184
100000,2,14.166834
100000,2,14.064373
100000,2,14.139147
100000,2,14.128191
100000,2,14.165021
100000,3,13.741060
100000,3,13.784789
100000,3,13.925459
100000,3,13.782075
100000,3,13.745531
100000,4,13.494388
100000,4,13.472979
100000,4,13.480949
100000,4,13.531019
100000,4,13.508060
100000,5,13.370944
100000,5,13.451277
100000,5,13.296859
100000,5,13.327123
100000,5,13.330938
100000,6,13.206042
100000,6,13.193581
100000,6,13.233467
100000,6,13.195989
100000,6,13.175300
100000,7,13.122462
100000,7,13.485772
100000,7,13.160839
100000,7,13.170945
100000,7,13.128622
100000,8,13.213704
100000,8,13.195783
100000,8,13.192931
100000,8,13.230043
100000,8,13.251778
100000,9,13.214562
100000,9,13.234326
100000,9,13.288201
100000,9,13.249292
100000,9,13.192963
100000,10,13.280437
100000,10,13.277456
100000,10,13.242596
100000,10,13.287241
100000,10,13.246672
100000,11,13.354077
100000,11,13.380892
100000,11,13.399494
100000,11,13.363455
100000,11,13.391493
100000,12,13.474315
100000,12,13.471199
100000,12,13.450523
100000,12,13.439184
100000,12,13.484508
100000,13,13.508431
100000,13,13.580978
100000,13,13.540720
100000,13,13.567412
100000,13,13.480880
100000,14,13.556193
100000,14,13.626765
100000,14,13.591626
100000,14,13.612873
100000,14,13.671902
100000,15,13.729032
100000,15,13.685091
100000,15,13.674511
100000,15,13.725175
100000,15,13.692572
100000,16,13.757478
100000,16,13.848617
100000,16,13.826892
100000,16,13.816251
100000,16,13.790081
100000,17,13.932411
100000,17,13.909523
100000,17,13.886189
100000,17,13.955761
100000,17,13.899562
100000,18,13.982058
100000,18,14.247451
100000,18,14.004699
100000,18,14.002175
100000,18,14.059294
100000,19,14.133764
100000,19,14.149155
100000,19,14.095197
100000,19,14.192737
100000,19,14.104621
100000,20,14.218967
100000,20,14.320831
100000,20,14.246799
100000,20,14.441071
100000,20,14.243031
100000,21,14.390340
100000,21,14.367151
100000,21,14.406418
100000,21,14.344218
100000,21,14.386267
100000,22,14.476683
100000,22,14.497591
100000,22,14.932281
100000,22,14.469128
100000,22,14.489258
100000,23,14.605389
100000,23,14.584185
100000,23,14.611635
100000,23,14.673630
100000,23,14.629825
100000,24,14.719747
100000,24,14.719804
100000,24,14.814829
100000,24,14.788248
100000,24,14.713942
100000,25,14.867113
100000,25,14.940098
100000,25,14.859445
100000,25,14.903532
100000,25,14.891130
100000,1,14.858886
100000,1,14.886269
100000,1,14.876075
100000,1,14.854930
100000,1,14.903287
100000,2,14.391149
100000,2,14.260263
100000,2,14.230743
100000,2,14.283126
100000,2,14.275618
100000,3,13.903936
100000,3,13.852340
100000,3,13.863870
100000,3,13.903093
100000,3,13.849078
100000,4,13.592735
100000,4,13.627065
100000,4,13.629942
100000,4,13.604643
100000,4,14.020888
100000,5,13.464765
100000,5,13.423768
100000,5,13.427756
100000,5,13.453135
100000,5,13.430893
100000,6,13.303548
100000,6,13.363334
100000,6,13.317027
100000,6,13.317285
100000,6,13.335907
100000,7,13.342636
100000,7,13.329606
100000,7,13.298948
100000,7,13.331017
100000,7,13.288195
100000,8,13.330237
100000,8,13.313234
100000,8,13.314177
100000,8,13.354818
100000,8,13.358693
100000,9,13.339602
100000,9,13.389859
100000,9,13.350465
100000,9,13.346822
100000,9,13.418690
100000,10,13.432588
100000,10,13.422893
100000,10,13.404727
100000,10,13.427119
100000,10,13.477232
100000,11,13.521676
100000,11,13.488071
100000,11,13.446062
100000,11,13.501317
100000,11,13.530252
100000,12,13.587653
100000,12,13.496575
100000,12,13.624004
100000,12,13.938850
100000,12,13.531899
100000,13,13.647558
100000,13,13.684701
100000,13,13.652511
100000,13,13.641326
100000,13,13.646256
100000,14,13.739481
100000,14,13.690968
100000,14,13.719220
100000,14,13.865280
100000,14,13.766728
100000,15,13.826774
100000,15,13.848711
100000,15,13.845846
100000,15,13.792028
100000,15,13.863203
100000,16,13.932453
100000,16,13.914668
100000,16,14.327781
100000,16,13.939308
100000,16,13.919321
100000,17,14.009332
100000,17,14.015784
100000,17,13.993333
100000,17,14.078044
100000,17,14.095344
100000,18,14.124766
100000,18,14.145191
100000,18,14.245029
100000,18,14.157745
100000,18,14.116271
100000,19,14.259995
100000,19,14.300020
100000,19,14.294047
100000,19,14.313005
100000,19,14.226718
100000,20,14.376029
100000,20,14.383012
100000,20,14.381372
100000,20,14.320323
100000,20,14.395386
100000,21,14.544369
100000,21,14.526421
100000,21,14.493099
100000,21,14.526334
100000,21,14.608583
100000,22,14.635349
100000,22,14.635976
100000,22,14.673633
100000,22,14.652525
100000,22,14.626493
100000,23,14.769453
100000,23,14.773328
100000,23,14.789162
100000,23,14.777433
100000,23,15.192214
100000,24,14.891874
100000,24,14.884126
100000,24,14.918005
100000,24,14.903152
100000,24,14.892933
100000,25,15.078427
100000,25,15.024016
100000,25,15.030440
100000,25,15.016305
100000,25,15.238661
100000,1,14.906012
100000,1,14.930538
100000,1,14.881419
100000,1,14.871088
100000,1,14.914257
100000,2,14.374738
100000,2,14.471497
100000,2,14.757108
100000,2,14.335967
100000,2,14.368814
100000,3,14.011070
100000,3,13.989704
100000,3,14.011152
100000,3,13.975726
100000,3,13.993269
100000,4,13.663852
100000,4,13.669551
100000,4,13.673148
100000,4,13.698368
100000,4,13.646069
100000,5,13.504024
100000,5,13.508478
100000,5,13.467049
100000,5,13.442565
100000,5,13.459652
100000,6,13.340529
100000,6,13.774861
100000,6,13.371739
100000,6,13.335117
100000,6,13.337569
100000,7,13.329370
100000,7,13.302241
100000,7,13.305221
100000,7,13.304878
100000,7,13.382472
100000,8,13.331409
100000,8,13.379532
100000,8,13.362405
100000,8,13.290891
100000,8,13.339054
100000,9,13.374745
100000,9,13.397304
100000,9,13.427869
100000,9,13.385954
100000,9,13.443889
100000,10,13.485020
100000,10,13.454568
100000,10,13.465120
100000,10,13.453989
100000,10,13.421061
100000,11,13.520134
100000,11,13.495884
100000,11,13.510442
100000,11,13.508285
100000,11,13.501942
100000,12,13.651102
100000,12,13.620391
100000,12,13.627076
100000,12,13.601137
100000,12,13.572344
100000,13,13.692262
100000,13,13.689385
100000,13,13.658593
100000,13,13.670138
100000,13,13.662914
100000,14,13.774772
100000,14,13.743604
100000,14,13.781098
100000,14,13.773853
100000,14,13.763098
100000,15,13.864669
100000,15,13.839787
100000,15,13.843566
100000,15,13.850104
100000,15,13.863642
100000,16,13.967512
100000,16,13.958189
100000,16,13.940878
100000,16,13.984836
100000,16,13.962971
100000,17,14.068268
100000,17,14.040142
100000,17,14.080670
100000,17,14.168135
100000,17,14.127333
100000,18,14.140195
100000,18,14.156659
100000,18,14.167237
100000,18,14.188905
100000,18,14.177589
100000,19,14.296606
100000,19,14.326016
100000,19,14.356925
100000,19,14.273348
100000,19,14.345877
100000,20,14.495869
100000,20,14.467016
100000,20,14.397044
100000,20,14.487119
100000,20,14.565629
100000,21,14.560296
100000,21,14.589273
100000,21,14.989089
100000,21,14.549181
100000,21,14.561484
100000,22,14.667603
100000,22,14.657505
100000,22,14.681654
100000,22,14.714354
100000,22,14.675063
100000,23,14.788304
100000,23,14.757440
100000,23,14.799482
100000,23,14.849338
100000,23,14.786156
100000,24,14.961711
100000,24,14.901371
100000,24,14.924428
100000,24,14.879764
100000,24,14.926144
100000,25,15.373564
100000,25,15.108478
100000,25,15.037345
100000,25,15.029923
100000,25,15.076866
100000,1,14.707782
100000,1,14.748533
100000,1,14.732457
100000,1,14.667015
100000,1,14.711275
100000,2,14.125596
100000,2,14.154097
100000,2,14.094203
100000,2,14.092313
100000,2,14.121024
100000,3,13.762567
100000,3,13.705833
100000,3,13.734937
100000,3,13.756592
100000,3,14.115031
100000,4,13.485201
100000,4,13.480840
100000,4,13.461346
100000,4,13.485482
100000,4,13.477587
100000,5,13.292498
100000,5,13.356926
100000,5,13.281155
100000,5,13.360558
100000,5,13.288830
100000,6,13.159098
100000,6,13.210333
100000,6,13.180827
100000,6,13.183197
100000,6,13.163807
100000,7,13.133272
100000,7,13.169331
100000,7,13.093816
100000,7,13.797480
100000,7,13.166323
100000,8,13.183703
100000,8,13.164452
100000,8,13.139259
100000,8,13.152330
100000,8,13.189473
100000,9,13.265222
100000,9,13.246790
100000,9,13.221149
100000,9,13.206513
100000,9,13.238745
100000,10,13.429361
100000,10,13.312906
100000,10,13.272087
100000,10,13.359600
100000,10,13.238459
100000,11,13.322109
100000,11,13.335025
100000,11,13.345608
100000,11,13.363909
100000,11,13.366029
100000,12,15.218275
100000,12,13.409503
100000,12,13.410441
100000,12,13.390884
100000,12,13.403217
100000,13,13.520789
100000,13,13.510764
100000,13,13.479191
100000,13,13.490577
100000,13,13.923435
100000,14,13.574784
100000,14,13.582949
100000,14,13.607886
100000,14,13.640686
100000,14,13.655699
100000,15,13.704790
100000,15,13.743178
100000,15,13.748132
100000,15,13.640008
100000,15,13.678578
100000,16,13.848218
100000,16,13.799705
100000,16,13.836908
100000,16,13.751223
100000,16,13.796977
100000,17,13.890452
100000,17,13.890362
100000,17,13.861961
100000,17,13.948726
100000,17,13.881264
100000,18,14.020611
100000,18,14.061640
100000,18,14.032241
100000,18,13.984368
100000,18,14.024459
100000,19,14.386934
100000,19,14.119671
100000,19,14.088720
100000,19,14.144557
100000,19,14.169186
100000,20,14.261293
100000,20,14.221992
100000,20,14.242853
100000,20,14.244139
100000,20,14.259166
100000,21,14.423221
100000,21,14.411525
100000,21,14.461184
100000,21,14.354704
100000,21,14.356543
100000,22,14.501238
100000,22,14.559020
100000,22,14.519007
100000,22,14.486429
100000,22,14.903566
100000,23,14.679096
100000,23,14.637455
100000,23,14.613942
100000,23,14.712056
100000,23,14.649291
100000,24,14.780244
100000,24,14.811888
100000,24,14.811021
100000,24,14.775961
100000,24,14.799753
100000,25,14.897882
100000,25,14.918904
100000,25,14.929227
100000,25,14.946936
100000,25,14.948770
100000,1,14.775499
100000,1,14.853863
100000,1,15.028537
100000,1,14.807529
100000,1,14.838907
100000,2,14.186394
100000,2,14.175497
100000,2,14.175829
100000,2,14.211133
100000,2,14.229496
100000,3,13.825951
100000,3,13.827835
100000,3,13.828966
100000,3,13.811603
100000,3,13.891866
100000,4,13.582650
100000,4,13.525485
100000,4,13.576969
100000,4,13.599482
100000,4,13.568086
100000,5,13.394423
100000,5,13.480196
100000,5,13.393891
100000,5,13.375025
100000,5,13.384629
100000,6,13.238827
100000,6,13.258700
100000,6,13.296445
100000,6,13.210771
100000,6,13.299390
100000,7,13.252668
100000,7,13.190916
100000,7,13.212246
100000,7,13.304638
100000,7,13.192826
100000,8,13.248623
100000,8,13.243820
100000,8,13.325017
100000,8,13.184877
100000,8,13.292265
100000,9,13.656149
100000,9,13.293697
100000,9,13.288142
100000,9,13.307455
100000,9,13.316534
100000,10,13.379667
100000,10,13.378570
100000,10,13.414500
100000,10,13.376122
100000,10,13.386594
100000,11,13.466912
100000,11,13.429310
100000,11,13.447841
100000,11,13.423472
100000,11,13.462735
100000,12,13.508688
100000,12,13.484316
100000,12,13.573995
100000,12,13.544398
100000,12,13.574238
100000,13,13.594182
100000,13,13.579474
100000,13,13.600063
100000,13,13.567934
100000,13,13.644130
100000,14,13.732207
100000,14,13.748405
100000,14,13.639625
100000,14,13.665573
100000,14,13.616789
100000,15,13.801467
100000,15,13.815273
100000,15,13.757907
100000,15,13.810178
100000,15,13.766027
100000,16,13.893294
100000,16,13.859867
100000,16,13.889334
100000,16,13.948975
100000,16,13.864996
100000,17,13.975663
100000,17,14.021202
100000,17,13.952040
100000,17,13.970350
100000,17,13.957609
100000,18,14.078158
100000,18,14.116360
100000,18,14.099688
100000,18,14.135223
100000,18,14.118239
100000,19,14.213019
100000,19,14.211626
100000,19,14.188594
100000,19,14.214582
100000,19,14.268890
100000,20,14.323344
100000,20,14.351380
100000,20,14.783662
100000,20,14.372870
100000,20,14.358379
100000,21,14.452739
100000,21,14.496143
100000,21,14.457166
100000,21,14.440803
100000,21,14.466223
100000,22,14.559676
100000,22,14.594867
100000,22,14.552751
100000,22,14.625006
100000,22,14.626782
100000,23,14.751829
100000,23,14.691287
100000,23,14.666158
100000,23,14.759449
100000,23,14.667079
100000,24,14.850589
100000,24,14.888495
100000,24,14.826193
100000,24,14.886380
100000,24,14.845773
100000,25,14.966097
100000,25,14.991642
100000,25,15.053557
100000,25,14.981844
100000,25,15.052841
100000,1,14.936331
100000,1,14.922109
100000,1,14.935566
100000,1,15.016876
100000,1,14.986941
100000,2,14.392787
100000,2,14.402200
100000,2,14.322930
100000,2,14.384075
100000,2,14.400766
100000,3,13.943616
100000,3,13.973148
100000,3,13.948808
100000,3,13.990374
100000,3,14.004498
100000,4,13.725579
100000,4,13.726539
100000,4,13.728368
100000,4,13.737164
100000,4,13.703493
100000,5,13.544117
100000,5,13.525667
100000,5,13.523819
100000,5,13.581036
100000,5,13.508540
100000,6,13.393247
100000,6,13.436757
100000,6,13.409890
100000,6,13.678271
100000,6,13.411370
100000,7,13.411509
100000,7,13.342194
100000,7,13.376411
100000,7,13.370130
100000,7,13.391183
100000,8,13.376411
100000,8,13.370559
100000,8,13.446420
100000,8,13.396197
100000,8,13.366704
100000,9,13.457628
100000,9,13.482680
100000,9,13.480833
100000,9,13.428096
100000,9,13.457732
100000,10,13.520824
100000,10,13.583766
100000,10,13.855362
100000,10,13.506970
100000,10,13.478203
100000,11,13.572083
100000,11,13.580509
100000,11,13.520035
100000,11,13.575210
100000,11,13.625827
100000,12,13.603126
100000,12,13.617947
100000,12,13.580296
100000,12,13.644506
100000,12,13.695072
100000,13,13.857014
100000,13,13.719960
100000,13,13.752458
100000,13,13.759051
100000,13,13.709815
100000,14,13.820382
100000,14,14.148314
100000,14,13.826268
100000,14,13.790785
100000,14,13.839296
100000,15,13.906241
100000,15,13.918278
100000,15,13.887004
100000,15,13.928446
100000,15,13.874684
100000,16,14.017207
100000,16,13.966751
100000,16,14.014982
100000,16,13.984110
100000,16,14.088873
100000,17,14.145625
100000,17,14.099553
100000,17,14.066738
100000,17,14.114473
100000,17,14.106785
100000,18,14.642505
100000,18,14.283667
100000,18,14.279434
100000,18,14.216106
100000,18,14.212245
100000,19,14.349903
100000,19,14.303069
100000,19,14.354271
100000,19,14.359864
100000,19,14.353544
100000,20,14.489875
100000,20,14.459227
100000,20,14.448105
100000,20,14.480132
100000,20,14.436902
100000,21,14.648034
100000,21,14.589193
100000,21,14.589544
100000,21,14.627035
100000,21,14.646445
100000,22,14.778245
100000,22,14.759029
100000,22,14.767216
100000,22,14.769511
100000,22,14.727467
100000,23,14.845228
100000,23,14.875037
100000,23,14.822051
100000,23,14.830681
100000,23,14.885420
100000,24,15.000864
100000,24,14.960050
100000,24,15.003837
100000,24,14.982887
100000,24,14.953452
100000,25,15.121156
100000,25,15.109953
100000,25,15.216354
100000,25,15.142002
100000,25,15.145269
100000,1,14.876141
100000,1,14.829389
100000,1,14.856785
100000,1,14.827389
100000,1,14.979018
100000,2,14.202193
100000,2,14.254256
100000,2,14.232710
100000,2,14.216171
100000,2,14.217325
100000,3,13.858106
100000,3,13.861083
100000,3,13.903266
100000,3,13.860958
100000,3,13.863638
100000,4,13.743544
100000,4,13.590622
100000,4,13.577373
100000,4,13.574442
100000,4,13.611840
100000,5,13.383876
100000,5,13.412751
100000,5,13.409615
100000,5,13.469455
100000,5,13.363993
100000,6,13.298884
100000,6,13.266871
100000,6,13.307975
100000,6,13.286798
100000,6,13.449728
100000,7,13.245557
100000,7,13.236378
100000,7,13.245117
100000,7,13.286186
100000,7,13.259890
100000,8,13.311811
100000,8,13.299027
100000,8,13.281385
100000,8,13.301822
100000,8,13.301760
100000,9,13.334343
100000,9,13.324000
100000,9,13.335935
100000,9,13.315963
100000,9,13.358653
100000,10,13.353262
100000,10,13.379631
100000,10,13.405208
100000,10,13.438507
100000,10,13.362066
100000,11,13.433229
100000,11,13.473461
100000,11,13.437570
100000,11,13.466852
100000,11,13.740214
100000,12,13.586533
100000,12,13.581171
100000,12,13.528820
100000,12,13.518120
100000,12,13.555473
100000,13,13.616171
100000,13,13.594441
100000,13,13.631813
100000,13,13.601775
100000,13,13.573456
100000,14,13.689822
100000,14,13.722483
100000,14,13.748291
100000,14,13.710949
100000,14,13.692670
100000,15,13.792921
100000,15,13.826135
100000,15,13.773794
100000,15,14.288096
100000,15,13.809748
100000,16,13.890946
100000,16,13.923252
100000,16,13.919518
100000,16,13.900105
100000,16,13.889783
100000,17,14.051604
100000,17,14.028176
100000,17,14.032497
100000,17,14.040956
100000,17,14.022597
100000,18,14.074207
100000,18,14.161736
100000,18,14.237181
100000,18,14.126347
100000,18,14.128539
100000,19,14.242589
100000,19,14.257904
100000,19,14.594642
100000,19,14.225069
100000,19,14.242185
100000,20,14.403214
100000,20,14.365940
100000,20,14.346689
100000,20,14.379351
100000,20,14.334779
100000,21,14.431876
100000,21,14.513182
100000,21,14.492049
100000,21,14.492492
100000,21,14.485341
100000,22,14.619562
100000,22,14.641331
100000,22,14.630781
100000,22,14.596786
100000,22,14.662512
100000,23,14.865960
100000,23,14.807067
100000,23,14.747800
100000,23,14.736989
100000,23,14.738477
100000,24,14.923842
100000,24,14.914163
100000,24,14.901676
100000,24,14.913878
100000,24,14.872912
100000,25,15.030697
100000,25,15.001113
100000,25,15.023422
100000,25,15.044713
100000,25,15.004597
100000,1,14.663724
100000,1,14.708546
100000,1,14.653137
100000,1,14.847337
100000,1,15.089481
100000,2,14.240437
100000,2,14.101594
100000,2,14.072206
100000,2,14.085137
100000,2,14.042395
100000,3,13.768869
100000,3,13.753015
100000,3,13.693588
100000,3,13.772781
100000,3,13.714401
100000,4,13.463225
100000,4,13.555366
100000,4,13.451760
100000,4,13.421927
100000,4,13.546862
100000,5,13.269809
100000,5,13.335325
100000,5,13.258903
100000,5,13.268894
100000,5,13.316793
100000,6,13.128286
100000,6,13.185552
100000,6,13.164164
100000,6,13.142117
100000,6,13.135731
100000,7,13.087281
100000,7,13.109327
100000,7,13.032861
100000,7,13.059675
100000,7,13.070390
100000,8,13.122026
100000,8,13.097010
100000,8,13.113393
100000,8,13.052322
100000,8,13.050357
100000,9,13.489040
100000,9,13.180813
100000,9,13.159803
100000,9,13.175723
100000,9,13.183045
100000,10,13.209608
100000,10,13.226680
100000,10,13.248176
100000,10,13.286198
100000,10,13.220423
100000,11,13.311641
100000,11,13.331724
100000,11,13.324983
100000,11,13.293125
100000,11,13.286855
100000,12,13.364698
100000,12,13.443716
100000,12,13.351215
100000,12,13.410163
100000,12,13.393887
100000,13,13.534315
100000,13,13.499443
100000,13,13.491875
100000,13,13.480516
100000,13,13.447726
100000,14,13.552605
100000,14,13.564087
100000,14,13.539183
100000,14,13.532107
100000,14,13.515809
100000,15,13.655791
100000,15,13.628786
100000,15,13.676752
100000,15,13.664136
100000,15,13.725665
100000,16,13.787802
100000,16,13.776254
100000,16,14.250670
100000,16,13.762175
100000,16,13.784436
100000,17,13.843629
100000,17,13.864720
100000,17,13.893820
100000,17,13.886196
100000,17,13.883764
100000,18,13.958136
100000,18,14.061802
100000,18,14.080389
100000,18,13.958945
100000,18,13.999886
100000,19,14.146659
100000,19,14.094940
100000,19,14.115420
100000,19,14.118541
100000,19,14.143087
100000,20,14.230773
100000,20,14.289340
100000,20,14.274797
100000,20,14.219231
100000,20,14.215512
100000,21,14.357068
100000,21,14.335288
100000,21,14.332035
100000,21,14.345018
100000,21,14.343194
100000,22,14.542454
100000,22,14.549691
100000,22,14.478788
100000,22,14.502792
100000,22,14.503836
100000,23,14.570826
100000,23,14.600145
100000,23,14.893569
100000,23,14.631981
100000,23,14.605498
100000,24,14.696811
100000,24,14.711356
100000,24,14.777370
100000,24,14.740647
100000,24,14.784134
100000,25,14.899957
100000,25,14.859911
100000,25,14.846552
100000,25,14.875944
100000,25,14.855371
100000,1,14.845505
100000,1,14.789310
100000,1,14.792900
100000,1,14.761304
100000,1,14.847483
100000,2,14.254713
100000,2,14.234673
100000,2,14.204361
100000,2,14.219289
100000,2,14.175813
100000,3,13.895280
100000,3,13.827252
100000,3,13.872154
100000,3,13.832950
100000,3,13.850955
100000,4,13.604924
100000,4,13.562229
100000,4,13.593045
100000,4,13.592401
100000,4,13.751187
100000,5,13.341664
