algo,serie,set_type,taille,temps
quickRandomSeuil,testset_10000_3,3,10000,1.106079
quickRandomSeuil,testset_10000_3,3,10000,1.103832
quickRandomSeuil,testset_10000_3,3,10000,1.093109
quickRandomSeuil,testset_10000_3,3,10000,1.095030
quickRandomSeuil,testset_10000_3,3,10000,1.102944
quickRandomSeuil,testset_10000_3,3,10000,1.090387
quickRandomSeuil,testset_10000_3,3,10000,1.092307
quickRandomSeuil,testset_10000_3,3,10000,1.119208
quickRandomSeuil,testset_10000_3,3,10000,1.093640
quickRandomSeuil,testset_10000_3,3,10000,1.089622
quickRandomSeuil,testset_10000_3,3,10000,1.103594
quickRandomSeuil,testset_10000_3,3,10000,1.090115
quickRandomSeuil,testset_10000_3,3,10000,1.131368
quickRandomSeuil,testset_10000_3,3,10000,1.128132
quickRandomSeuil,testset_10000_3,3,10000,1.143258
quickRandomSeuil,testset_10000_3,3,10000,1.129421
quickRandomSeuil,testset_10000_3,3,10000,1.134995
quickRandomSeuil,testset_10000_3,3,10000,1.147475
quickRandomSeuil,testset_10000_3,3,10000,1.138155
quickRandomSeuil,testset_10000_3,3,10000,1.138169
quickRandomSeuil,testset_10000_3,3,10000,1.155651
quickRandomSeuil,testset_10000_3,3,10000,1.124256
quickRandomSeuil,testset_1000_1,1,1000,0.134520
quickRandomSeuil,testset_1000_1,1,1000,0.134882
quickRandomSeuil,testset_1000_1,1,1000,0.134624
quickRandomSeuil,testset_1000_1,1,1000,0.134924
quickRandomSeuil,testset_1000_1,1,1000,0.134211
quickRandomSeuil,testset_1000_1,1,1000,0.134937
quickRandomSeuil,testset_1000_1,1,1000,0.135229
quickRandomSeuil,testset_1000_1,1,1000,0.134949
quickRandomSeuil,testset_1000_1,1,1000,0.141455
quickRandomSeuil,testset_1000_1,1,1000,0.136033
quickRandomSeuil,testset_1000_1,1,1000,0.134343
quickRandomSeuil,testset_1000_1,1,1000,0.135153
quickRandomSeuil,testset_1000_1,1,1000,0.134669
quickRandomSeuil,testset_1000_1,1,1000,0.134247
quickRandomSeuil,testset_1000_1,1,1000,0.135083
quickRandomSeuil,testset_1000_1,1,1000,0.134549
quickRandomSeuil,testset_1000_1,1,1000,0.133445
quickRandomSeuil,testset_1000_1,1,1000,0.134714
quickRandomSeuil,testset_1000_1,1,1000,0.133616
quickRandomSeuil,testset_1000_1,1,1000,0.133466
quickRandomSeuil,testset_1000_1,1,1000,0.136103
quickRandomSeuil,testset_1000_1,1,1000,0.136697
quickRandomSeuil,testset_1000_1,1,1000,0.136040
quickRandomSeuil,testset_1000_1,1,1000,0.135968
quickRandomSeuil,testset_1000_1,1,1000,0.136304
quickRandomSeuil,testset_1000_1,1,1000,0.135841
quickRandomSeuil,testset_1000_1,1,1000,0.137093
quickRandomSeuil,testset_1000_1,1,1000,0.155305
quickRandomSeuil,testset_1000_1,1,1000,0.137762
quickRandomSeuil,testset_1000_1,1,1000,0.136624
quickRandomSeuil,testset_1000_1,1,1000,0.135956
quickRandomSeuil,testset_1000_1,1,1000,0.135438
quickRandomSeuil,testset_1000_1,1,1000,0.133900
quickRandomSeuil,testset_1000_1,1,1000,0.136007
quickRandomSeuil,testset_1000_1,1,1000,0.135509
quickRandomSeuil,testset_1000_1,1,1000,0.134752
quickRandomSeuil,testset_1000_1,1,1000,0.134440
quickRandomSeuil,testset_1000_1,1,1000,0.134391
quickRandomSeuil,testset_1000_1,1,1000,0.135533
quickRandomSeuil,testset_1000_1,1,1000,0.134529
quickRandomSeuil,testset_1000_1,1,1000,0.135442
quickRandomSeuil,testset_1000_1,1,1000,0.133593
quickRandomSeuil,testset_1000_1,1,1000,0.134283
quickRandomSeuil,testset_1000_1,1,1000,0.133913
quickRandomSeuil,testset_1000_1,1,1000,0.135578
quickRandomSeuil,testset_1000_1,1,1000,0.133544
quickRandomSeuil,testset_1000_1,1,1000,0.135458
quickRandomSeuil,testset_1000_1,1,1000,0.134309
quickRandomSeuil,testset_1000_1,1,1000,0.156087
quickRandomSeuil,testset_1000_1,1,1000,0.134193
quickRandomSeuil,testset_1000_1,1,1000,0.137026
quickRandomSeuil,testset_1000_1,1,1000,0.135198
quickRandomSeuil,testset_1000_1,1,1000,0.135420
quickRandomSeuil,testset_1000_1,1,1000,0.135354
quickRandomSeuil,testset_1000_1,1,1000,0.135801
quickRandomSeuil,testset_1000_1,1,1000,0.136229
quickRandomSeuil,testset_1000_1,1,1000,0.152481
quickRandomSeuil,testset_1000_1,1,1000,0.135277
quickRandomSeuil,testset_1000_1,1,1000,0.135417
quickRandomSeuil,testset_1000_1,1,1000,0.136406
quickRandomSeuil,testset_1000_1,1,1000,0.137020
quickRandomSeuil,testset_1000_1,1,1000,0.136666
quickRandomSeuil,testset_1000_1,1,1000,0.137341
quickRandomSeuil,testset_1000_1,1,1000,0.137384
quickRandomSeuil,testset_1000_1,1,1000,0.136572
quickRandomSeuil,testset_1000_1,1,1000,0.137384
quickRandomSeuil,testset_1000_1,1,1000,0.138169
quickRandomSeuil,testset_1000_1,1,1000,0.136662
quickRandomSeuil,testset_1000_1,1,1000,0.137175
quickRandomSeuil,testset_1000_1,1,1000,0.136567
quickRandomSeuil,testset_1000_1,1,1000,0.136627
quickRandomSeuil,testset_1000_1,1,1000,0.135424
quickRandomSeuil,testset_1000_1,1,1000,0.134478
quickRandomSeuil,testset_1000_1,1,1000,0.135958
quickRandomSeuil,testset_1000_1,1,1000,0.137291
quickRandomSeuil,testset_1000_1,1,1000,0.135778
quickRandomSeuil,testset_1000_1,1,1000,0.135834
quickRandomSeuil,testset_1000_1,1,1000,0.135493
quickRandomSeuil,testset_1000_1,1,1000,0.136851
quickRandomSeuil,testset_1000_1,1,1000,0.138733
quickRandomSeuil,testset_1000_1,1,1000,0.140847
quickRandomSeuil,testset_1000_1,1,1000,0.137849
quickRandomSeuil,testset_1000_1,1,1000,0.137429
quickRandomSeuil,testset_1000_1,1,1000,0.136446
quickRandomSeuil,testset_1000_1,1,1000,0.137663
quickRandomSeuil,testset_1000_1,1,1000,0.137611
quickRandomSeuil,testset_1000_1,1,1000,0.137619
quickRandomSeuil,testset_1000_1,1,1000,0.136922
quickRandomSeuil,testset_1000_1,1,1000,0.136926
quickRandomSeuil,testset_1000_1,1,1000,0.136857
quickRandomSeuil,testset_1000_1,1,1000,0.135138
quickRandomSeuil,testset_1000_1,1,1000,0.134723
quickRandomSeuil,testset_1000_1,1,1000,0.136080
quickRandomSeuil,testset_1000_1,1,1000,0.136085
quickRandomSeuil,testset_1000_1,1,1000,0.136276
quickRandomSeuil,testset_1000_1,1,1000,0.136472
quickRandomSeuil,testset_1000_1,1,1000,0.134927
quickRandomSeuil,testset_1000_1,1,1000,0.134736
quickRandomSeuil,testset_1000_1,1,1000,0.135226
quickRandomSeuil,testset_1000_1,1,1000,0.134967
quickRandomSeuil,testset_1000_2,2,1000,0.138575
quickRandomSeuil,testset_1000_2,2,1000,0.136253
quickRandomSeuil,testset_1000_2,2,1000,0.136842
quickRandomSeuil,testset_1000_2,2,1000,0.138187
quickRandomSeuil,testset_1000_2,2,1000,0.135713
quickRandomSeuil,testset_1000_2,2,1000,0.136805
quickRandomSeuil,testset_1000_2,2,1000,0.136799
quickRandomSeuil,testset_1000_2,2,1000,0.135838
quickRandomSeuil,testset_1000_2,2,1000,0.137570
quickRandomSeuil,testset_1000_2,2,1000,0.137379
quickRandomSeuil,testset_1000_2,2,1000,0.137316
quickRandomSeuil,testset_1000_2,2,1000,0.136773
quickRandomSeuil,testset_1000_2,2,1000,0.137184
quickRandomSeuil,testset_1000_2,2,1000,0.137755
quickRandomSeuil,testset_1000_2,2,1000,0.135329
quickRandomSeuil,testset_1000_2,2,1000,0.138150
quickRandomSeuil,testset_1000_2,2,1000,0.136854
quickRandomSeuil,testset_1000_2,2,1000,0.137232
quickRandomSeuil,testset_1000_2,2,1000,0.136793
quickRandomSeuil,testset_1000_2,2,1000,0.136113
quickRandomSeuil,testset_1000_2,2,1000,0.163388
quickRandomSeuil,testset_1000_2,2,1000,0.137666
quickRandomSeuil,testset_1000_2,2,1000,0.137656
quickRandomSeuil,testset_1000_2,2,1000,0.138536
quickRandomSeuil,testset_1000_2,2,1000,0.137453
quickRandomSeuil,testset_1000_2,2,1000,0.136745
quickRandomSeuil,testset_1000_2,2,1000,0.138889
quickRandomSeuil,testset_1000_2,2,1000,0.138268
quickRandomSeuil,testset_1000_2,2,1000,0.137419
quickRandomSeuil,testset_1000_2,2,1000,0.138655
quickRandomSeuil,testset_1000_2,2,1000,0.133907
quickRandomSeuil,testset_1000_2,2,1000,0.134866
quickRandomSeuil,testset_1000_2,2,1000,0.134240
quickRandomSeuil,testset_1000_2,2,1000,0.133586
quickRandomSeuil,testset_1000_2,2,1000,0.136794
quickRandomSeuil,testset_1000_2,2,1000,0.138506
quickRandomSeuil,testset_1000_2,2,1000,0.137126
quickRandomSeuil,testset_1000_2,2,1000,0.144952
quickRandomSeuil,testset_1000_2,2,1000,0.137916
quickRandomSeuil,testset_1000_2,2,1000,0.138748
quickRandomSeuil,testset_1000_2,2,1000,0.138993
quickRandomSeuil,testset_1000_2,2,1000,0.161841
quickRandomSeuil,testset_1000_2,2,1000,0.138229
quickRandomSeuil,testset_1000_2,2,1000,0.138436
quickRandomSeuil,testset_1000_2,2,1000,0.139622
quickRandomSeuil,testset_1000_2,2,1000,0.138382
quickRandomSeuil,testset_1000_2,2,1000,0.150784
quickRandomSeuil,testset_1000_2,2,1000,0.140100
quickRandomSeuil,testset_1000_2,2,1000,0.139013
quickRandomSeuil,testset_1000_2,2,1000,0.140775
quickRandomSeuil,testset_1000_2,2,1000,0.145003
quickRandomSeuil,testset_1000_2,2,1000,0.138128
quickRandomSeuil,testset_1000_2,2,1000,0.138179
quickRandomSeuil,testset_1000_2,2,1000,0.137465
quickRandomSeuil,testset_1000_2,2,1000,0.137568
quickRandomSeuil,testset_1000_2,2,1000,0.137764
quickRandomSeuil,testset_1000_2,2,1000,0.136649
quickRandomSeuil,testset_1000_2,2,1000,0.137872
quickRandomSeuil,testset_1000_2,2,1000,0.138081
quickRandomSeuil,testset_1000_2,2,1000,0.137611
quickRandomSeuil,testset_1000_2,2,1000,0.135764
quickRandomSeuil,testset_1000_2,2,1000,0.138507
quickRandomSeuil,testset_1000_2,2,1000,0.135338
quickRandomSeuil,testset_1000_2,2,1000,0.166694
quickRandomSeuil,testset_1000_2,2,1000,0.137629
quickRandomSeuil,testset_1000_2,2,1000,0.136517
quickRandomSeuil,testset_1000_2,2,1000,0.136146
quickRandomSeuil,testset_1000_2,2,1000,0.137029
quickRandomSeuil,testset_1000_2,2,1000,0.136777
quickRandomSeuil,testset_1000_2,2,1000,0.137180
quickRandomSeuil,testset_1000_2,2,1000,0.137159
quickRandomSeuil,testset_1000_2,2,1000,0.137324
quickRandomSeuil,testset_1000_2,2,1000,0.139697
quickRandomSeuil,testset_1000_2,2,1000,0.137916
quickRandomSeuil,testset_1000_2,2,1000,0.137327
quickRandomSeuil,testset_1000_2,2,1000,0.137760
quickRandomSeuil,testset_1000_2,2,1000,0.154058
quickRandomSeuil,testset_1000_2,2,1000,0.138482
quickRandomSeuil,testset_1000_2,2,1000,0.139451
quickRandomSeuil,testset_1000_2,2,1000,0.137549
quickRandomSeuil,testset_1000_2,2,1000,0.138188
quickRandomSeuil,testset_1000_2,2,1000,0.138102
quickRandomSeuil,testset_1000_2,2,1000,0.138409
quickRandomSeuil,testset_1000_2,2,1000,0.138616
quickRandomSeuil,testset_1000_2,2,1000,0.138393
quickRandomSeuil,testset_1000_2,2,1000,0.139638
quickRandomSeuil,testset_1000_2,2,1000,0.136595
quickRandomSeuil,testset_1000_2,2,1000,0.138839
quickRandomSeuil,testset_1000_2,2,1000,0.138057
quickRandomSeuil,testset_1000_2,2,1000,0.148330
quickRandomSeuil,testset_1000_2,2,1000,0.138741
quickRandomSeuil,testset_1000_2,2,1000,0.139152
quickRandomSeuil,testset_1000_2,2,1000,0.139699
quickRandomSeuil,testset_1000_2,2,1000,0.138408
quickRandomSeuil,testset_1000_2,2,1000,0.139484
quickRandomSeuil,testset_1000_2,2,1000,0.138983
quickRandomSeuil,testset_1000_2,2,1000,0.138617
quickRandomSeuil,testset_1000_2,2,1000,0.153882
quickRandomSeuil,testset_1000_2,2,1000,0.139712
quickRandomSeuil,testset_1000_2,2,1000,0.138918
quickRandomSeuil,testset_1000_3,3,1000,0.101425
quickRandomSeuil,testset_1000_3,3,1000,0.103020
quickRandomSeuil,testset_1000_3,3,1000,0.101947
quickRandomSeuil,testset_1000_3,3,1000,0.101272
quickRandomSeuil,testset_1000_3,3,1000,0.101334
quickRandomSeuil,testset_1000_3,3,1000,0.101890
quickRandomSeuil,testset_1000_3,3,1000,0.102750
quickRandomSeuil,testset_1000_3,3,1000,0.102280
quickRandomSeuil,testset_1000_3,3,1000,0.100378
quickRandomSeuil,testset_1000_3,3,1000,0.101077
quickRandomSeuil,testset_1000_3,3,1000,0.100150
quickRandomSeuil,testset_1000_3,3,1000,0.100257
quickRandomSeuil,testset_1000_3,3,1000,0.100087
quickRandomSeuil,testset_1000_3,3,1000,0.098988
quickRandomSeuil,testset_1000_3,3,1000,0.100382
quickRandomSeuil,testset_1000_3,3,1000,0.099600
quickRandomSeuil,testset_1000_3,3,1000,0.100555
quickRandomSeuil,testset_1000_3,3,1000,0.101601
quickRandomSeuil,testset_1000_3,3,1000,0.099914
quickRandomSeuil,testset_1000_3,3,1000,0.100232
quickRandomSeuil,testset_1000_3,3,1000,0.099438
quickRandomSeuil,testset_1000_3,3,1000,0.099320
quickRandomSeuil,testset_1000_3,3,1000,0.100608
quickRandomSeuil,testset_1000_3,3,1000,0.100466
quickRandomSeuil,testset_1000_3,3,1000,0.100007
quickRandomSeuil,testset_1000_3,3,1000,0.099809
quickRandomSeuil,testset_1000_3,3,1000,0.099767
quickRandomSeuil,testset_1000_3,3,1000,0.100197
quickRandomSeuil,testset_1000_3,3,1000,0.100522
quickRandomSeuil,testset_1000_3,3,1000,0.101074
quickRandomSeuil,testset_1000_3,3,1000,0.102004
quickRandomSeuil,testset_1000_3,3,1000,0.102579
quickRandomSeuil,testset_1000_3,3,1000,0.101315
quickRandomSeuil,testset_1000_3,3,1000,0.101312
quickRandomSeuil,testset_1000_3,3,1000,0.101518
quickRandomSeuil,testset_1000_3,3,1000,0.102991
quickRandomSeuil,testset_1000_3,3,1000,0.101254
quickRandomSeuil,testset_1000_3,3,1000,0.101504
quickRandomSeuil,testset_1000_3,3,1000,0.101022
quickRandomSeuil,testset_1000_3,3,1000,0.101886
quickRandomSeuil,testset_1000_3,3,1000,0.109559
quickRandomSeuil,testset_1000_3,3,1000,0.109410
quickRandomSeuil,testset_1000_3,3,1000,0.109705
quickRandomSeuil,testset_1000_3,3,1000,0.108729
quickRandomSeuil,testset_1000_3,3,1000,0.109765
quickRandomSeuil,testset_1000_3,3,1000,0.108213
quickRandomSeuil,testset_1000_3,3,1000,0.108824
quickRandomSeuil,testset_1000_3,3,1000,0.109340
quickRandomSeuil,testset_1000_3,3,1000,0.109115
quickRandomSeuil,testset_1000_3,3,1000,0.109458
quickRandomSeuil,testset_1000_3,3,1000,0.096453
quickRandomSeuil,testset_1000_3,3,1000,0.095816
quickRandomSeuil,testset_1000_3,3,1000,0.095107
quickRandomSeuil,testset_1000_3,3,1000,0.094766
quickRandomSeuil,testset_1000_3,3,1000,0.095472
quickRandomSeuil,testset_1000_3,3,1000,0.095994
quickRandomSeuil,testset_1000_3,3,1000,0.095207
quickRandomSeuil,testset_1000_3,3,1000,0.095570
quickRandomSeuil,testset_1000_3,3,1000,0.094470
quickRandomSeuil,testset_1000_3,3,1000,0.096003
quickRandomSeuil,testset_1000_3,3,1000,0.096289
quickRandomSeuil,testset_1000_3,3,1000,0.097372
quickRandomSeuil,testset_1000_3,3,1000,0.097969
quickRandomSeuil,testset_1000_3,3,1000,0.097336
quickRandomSeuil,testset_1000_3,3,1000,0.098053
quickRandomSeuil,testset_1000_3,3,1000,0.097629
quickRandomSeuil,testset_1000_3,3,1000,0.096935
quickRandomSeuil,testset_1000_3,3,1000,0.097694
quickRandomSeuil,testset_1000_3,3,1000,0.097520
quickRandomSeuil,testset_1000_3,3,1000,0.097011
quickRandomSeuil,testset_1000_3,3,1000,0.103291
quickRandomSeuil,testset_1000_3,3,1000,0.104041
quickRandomSeuil,testset_1000_3,3,1000,0.102957
quickRandomSeuil,testset_1000_3,3,1000,0.104183
quickRandomSeuil,testset_1000_3,3,1000,0.103246
quickRandomSeuil,testset_1000_3,3,1000,0.104460
quickRandomSeuil,testset_1000_3,3,1000,0.104274
quickRandomSeuil,testset_1000_3,3,1000,0.103902
quickRandomSeuil,testset_1000_3,3,1000,0.103032
quickRandomSeuil,testset_1000_3,3,1000,0.103818
quickRandomSeuil,testset_1000_3,3,1000,0.100167
quickRandomSeuil,testset_1000_3,3,1000,0.101204
quickRandomSeuil,testset_1000_3,3,1000,0.102266
quickRandomSeuil,testset_1000_3,3,1000,0.100625
quickRandomSeuil,testset_1000_3,3,1000,0.101748
quickRandomSeuil,testset_1000_3,3,1000,0.101621
quickRandomSeuil,testset_1000_3,3,1000,0.101197
quickRandomSeuil,testset_1000_3,3,1000,0.101433
quickRandomSeuil,testset_1000_3,3,1000,0.101298
quickRandomSeuil,testset_1000_3,3,1000,0.101798
quickRandomSeuil,testset_1000_3,3,1000,0.106990
quickRandomSeuil,testset_1000_3,3,1000,0.107179
quickRandomSeuil,testset_1000_3,3,1000,0.106364
quickRandomSeuil,testset_1000_3,3,1000,0.107650
quickRandomSeuil,testset_1000_3,3,1000,0.107091
quickRandomSeuil,testset_1000_3,3,1000,0.106981
quickRandomSeuil,testset_1000_3,3,1000,0.098413
quickRandomSeuil,testset_1000_3,3,1000,0.099589
quickRandomSeuil,testset_1000_3,3,1000,0.099308
quickRandomSeuil,testset_1000_3,3,1000,0.099549
quickRandomSeuil,testset_500000_1,1,500000,73.904290
quickRandomSeuil,testset_500000_1,1,500000,74.127649
quickRandomSeuil,testset_500000_1,1,500000,73.957061
quickRandomSeuil,testset_500000_1,1,500000,74.020914
quickRandomSeuil,testset_500000_1,1,500000,74.082640
quickRandomSeuil,testset_500000_1,1,500000,74.064971
quickRandomSeuil,testset_500000_1,1,500000,74.027354
quickRandomSeuil,testset_500000_1,1,500000,73.918835
quickRandomSeuil,testset_500000_1,1,500000,73.984687
quickRandomSeuil,testset_500000_1,1,500000,74.716009
quickRandomSeuil,testset_500000_1,1,500000,74.373580
quickRandomSeuil,testset_500000_1,1,500000,74.399937
quickRandomSeuil,testset_500000_1,1,500000,74.470873
quickRandomSeuil,testset_500000_1,1,500000,74.451998
quickRandomSeuil,testset_500000_1,1,500000,74.552236
quickRandomSeuil,testset_500000_1,1,500000,74.407371
quickRandomSeuil,testset_500000_1,1,500000,74.314410
quickRandomSeuil,testset_500000_1,1,500000,74.366605
quickRandomSeuil,testset_500000_1,1,500000,74.362233
quickRandomSeuil,testset_500000_1,1,500000,74.954690
quickRandomSeuil,testset_500000_1,1,500000,75.771329
quickRandomSeuil,testset_500000_1,1,500000,74.751450
quickRandomSeuil,testset_500000_1,1,500000,74.844916
quickRandomSeuil,testset_500000_1,1,500000,75.056495
quickRandomSeuil,testset_500000_1,1,500000,74.720242
quickRandomSeuil,testset_500000_1,1,500000,74.726033
quickRandomSeuil,testset_500000_1,1,500000,74.644830
quickRandomSeuil,testset_500000_1,1,500000,73.915516
quickRandomSeuil,testset_500000_1,1,500000,73.834849
quickRandomSeuil,testset_500000_1,1,500000,73.879035
quickRandomSeuil,testset_500000_1,1,500000,75.168847
quickRandomSeuil,testset_500000_1,1,500000,74.696658
quickRandomSeuil,testset_500000_1,1,500000,74.923376
quickRandomSeuil,testset_500000_1,1,500000,74.753413
quickRandomSeuil,testset_500000_1,1,500000,75.251689
quickRandomSeuil,testset_500000_1,1,500000,74.889438
quickRandomSeuil,testset_500000_1,1,500000,74.477092
quickRandomSeuil,testset_500000_1,1,500000,74.375519
quickRandomSeuil,testset_500000_1,1,500000,74.219097
quickRandomSeuil,testset_500000_1,1,500000,74.283054
quickRandomSeuil,testset_500000_1,1,500000,74.897308
quickRandomSeuil,testset_500000_1,1,500000,74.880132
quickRandomSeuil,testset_500000_1,1,500000,74.889532
quickRandomSeuil,testset_500000_1,1,500000,74.909830
quickRandomSeuil,testset_500000_1,1,500000,75.293819
quickRandomSeuil,testset_500000_1,1,500000,74.637881
quickRandomSeuil,testset_500000_1,1,500000,74.572891
quickRandomSeuil,testset_500000_1,1,500000,74.669022
quickRandomSeuil,testset_500000_1,1,500000,74.558057
quickRandomSeuil,testset_500000_1,1,500000,74.758366
quickRandomSeuil,testset_500000_1,1,500000,74.414466
quickRandomSeuil,testset_500000_1,1,500000,74.334861
quickRandomSeuil,testset_500000_1,1,500000,74.498767
quickRandomSeuil,testset_500000_1,1,500000,74.330113
quickRandomSeuil,testset_500000_1,1,500000,74.073017
quickRandomSeuil,testset_500000_1,1,500000,74.016511
quickRandomSeuil,testset_500000_1,1,500000,74.085871
quickRandomSeuil,testset_500000_1,1,500000,74.199277
quickRandomSeuil,testset_500000_1,1,500000,74.219486
quickRandomSeuil,testset_500000_1,1,500000,74.265745
quickRandomSeuil,testset_500000_1,1,500000,74.270728
quickRandomSeuil,testset_500000_1,1,500000,74.261639
quickRandomSeuil,testset_500000_1,1,500000,74.180507
quickRandomSeuil,testset_500000_1,1,500000,73.983311
quickRandomSeuil,testset_500000_1,1,500000,73.981728
quickRandomSeuil,testset_500000_1,1,500000,74.032914
quickRandomSeuil,testset_500000_1,1,500000,73.928493
quickRandomSeuil,testset_500000_1,1,500000,73.905084
quickRandomSeuil,testset_500000_1,1,500000,73.870413
quickRandomSeuil,testset_500000_1,1,500000,76.223058
quickRandomSeuil,testset_500000_1,1,500000,75.766072
quickRandomSeuil,testset_500000_1,1,500000,75.738842
quickRandomSeuil,testset_500000_1,1,500000,75.676792
quickRandomSeuil,testset_500000_1,1,500000,75.631478
quickRandomSeuil,testset_500000_1,1,500000,75.630591
quickRandomSeuil,testset_500000_1,1,500000,75.608533
quickRandomSeuil,testset_500000_1,1,500000,76.194315
quickRandomSeuil,testset_500000_1,1,500000,78.030374
quickRandomSeuil,testset_500000_1,1,500000,78.331847
quickRandomSeuil,testset_500000_1,1,500000,76.888023
quickRandomSeuil,testset_500000_1,1,500000,77.452980
quickRandomSeuil,testset_500000_1,1,500000,77.372249
quickRandomSeuil,testset_500000_1,1,500000,77.698961
quickRandomSeuil,testset_500000_1,1,500000,79.953020
quickRandomSeuil,testset_500000_1,1,500000,80.102428
quickRandomSeuil,testset_500000_1,1,500000,80.332506
quickRandomSeuil,testset_500000_1,1,500000,78.518947
quickRandomSeuil,testset_500000_1,1,500000,77.507652
quickRandomSeuil,testset_500000_1,1,500000,77.416217
quickRandomSeuil,testset_500000_1,1,500000,77.610873
quickRandomSeuil,testset_500000_1,1,500000,79.095649
quickRandomSeuil,testset_500000_1,1,500000,79.134961
quickRandomSeuil,testset_500000_1,1,500000,78.811723
quickRandomSeuil,testset_500000_1,1,500000,76.558492
quickRandomSeuil,testset_500000_1,1,500000,76.682453
quickRandomSeuil,testset_500000_1,1,500000,79.406071
quickRandomSeuil,testset_500000_1,1,500000,79.187667
quickRandomSeuil,testset_500000_1,1,500000,79.076727
quickRandomSeuil,testset_500000_1,1,500000,77.088145
quickRandomSeuil,testset_500000_1,1,500000,76.879759
quickRandomSeuil,testset_500000_2,2,500000,80.587165
quickRandomSeuil,testset_500000_2,2,500000,80.655026
quickRandomSeuil,testset_500000_2,2,500000,80.657106
quickRandomSeuil,testset_500000_2,2,500000,79.772323
quickRandomSeuil,testset_500000_2,2,500000,78.132183
quickRandomSeuil,testset_500000_2,2,500000,78.363626
quickRandomSeuil,testset_500000_2,2,500000,80.196624
quickRandomSeuil,testset_500000_2,2,500000,80.155794
quickRandomSeuil,testset_500000_2,2,500000,79.581843
quickRandomSeuil,testset_500000_2,2,500000,77.705677
quickRandomSeuil,testset_500000_2,2,500000,79.852496
quickRandomSeuil,testset_500000_2,2,500000,79.644122
quickRandomSeuil,testset_500000_2,2,500000,79.298123
quickRandomSeuil,testset_500000_2,2,500000,77.282907
quickRandomSeuil,testset_500000_2,2,500000,77.276351
quickRandomSeuil,testset_500000_2,2,500000,79.602367
quickRandomSeuil,testset_500000_2,2,500000,79.670330
quickRandomSeuil,testset_500000_2,2,500000,79.041162
quickRandomSeuil,testset_500000_2,2,500000,77.525377
quickRandomSeuil,testset_500000_2,2,500000,77.268558
quickRandomSeuil,testset_500000_2,2,500000,80.385694
quickRandomSeuil,testset_500000_2,2,500000,80.163872
quickRandomSeuil,testset_500000_2,2,500000,79.212714
quickRandomSeuil,testset_500000_2,2,500000,78.376315
quickRandomSeuil,testset_500000_2,2,500000,76.732304
quickRandomSeuil,testset_500000_2,2,500000,76.663814
quickRandomSeuil,testset_500000_2,2,500000,79.310799
quickRandomSeuil,testset_500000_2,2,500000,79.166883
quickRandomSeuil,testset_500000_2,2,500000,79.696554
quickRandomSeuil,testset_500000_2,2,500000,78.119667
quickRandomSeuil,testset_500000_2,2,500000,77.067542
quickRandomSeuil,testset_500000_2,2,500000,76.973910
quickRandomSeuil,testset_500000_2,2,500000,79.473646
quickRandomSeuil,testset_500000_2,2,500000,79.416649
quickRandomSeuil,testset_500000_2,2,500000,79.580567
quickRandomSeuil,testset_500000_2,2,500000,78.738118
quickRandomSeuil,testset_500000_2,2,500000,77.073288
quickRandomSeuil,testset_500000_2,2,500000,77.091012
quickRandomSeuil,testset_500000_2,2,500000,79.529086
quickRandomSeuil,testset_500000_2,2,500000,79.602265
quickRandomSeuil,testset_500000_2,2,500000,79.261917
quickRandomSeuil,testset_500000_2,2,500000,77.906946
quickRandomSeuil,testset_500000_2,2,500000,77.007650
quickRandomSeuil,testset_500000_2,2,500000,78.028999
quickRandomSeuil,testset_500000_2,2,500000,79.656436
quickRandomSeuil,testset_500000_2,2,500000,79.283219
quickRandomSeuil,testset_500000_2,2,500000,78.705448
quickRandomSeuil,testset_500000_2,2,500000,76.559848
quickRandomSeuil,testset_500000_2,2,500000,76.594392
quickRandomSeuil,testset_500000_2,2,500000,79.005074
quickRandomSeuil,testset_500000_2,2,500000,80.066398
quickRandomSeuil,testset_500000_2,2,500000,79.977443
quickRandomSeuil,testset_500000_2,2,500000,79.321342
quickRandomSeuil,testset_500000_2,2,500000,77.511323
quickRandomSeuil,testset_500000_2,2,500000,77.428096
quickRandomSeuil,testset_500000_2,2,500000,79.825335
quickRandomSeuil,testset_500000_2,2,500000,79.778052
quickRandomSeuil,testset_500000_2,2,500000,79.299642
quickRandomSeuil,testset_500000_2,2,500000,77.518716
quickRandomSeuil,testset_500000_2,2,500000,79.885634
quickRandomSeuil,testset_500000_2,2,500000,79.587321
quickRandomSeuil,testset_500000_2,2,500000,79.410456
quickRandomSeuil,testset_500000_2,2,500000,78.419690
quickRandomSeuil,testset_500000_2,2,500000,76.966146
quickRandomSeuil,testset_500000_2,2,500000,76.963495
quickRandomSeuil,testset_500000_2,2,500000,79.402684
quickRandomSeuil,testset_500000_2,2,500000,79.695270
quickRandomSeuil,testset_500000_2,2,500000,79.391474
quickRandomSeuil,testset_500000_2,2,500000,79.443046
quickRandomSeuil,testset_500000_2,2,500000,78.497696
quickRandomSeuil,testset_500000_2,2,500000,76.860542
quickRandomSeuil,testset_500000_2,2,500000,76.870217
quickRandomSeuil,testset_500000_2,2,500000,79.313307
quickRandomSeuil,testset_500000_2,2,500000,79.356479
quickRandomSeuil,testset_500000_2,2,500000,79.550519
quickRandomSeuil,testset_500000_2,2,500000,79.240594
quickRandomSeuil,testset_500000_2,2,500000,79.223545
